Reference #,Incident ID,Assigned Account,Severity,Status,Status Type,Subject,Product ID,Organisation ID,Date Closed,Date Created,Contact ID,Category ID
160920-000000,12022,Steven Roberts,High,Solved,Solved,Installation of Service Cloud - Upside,Installations and Upgrades,1760,20-09-2016 10:44,20-09-2016 10:44,41300,No Value
160920-000003,12024,Tim Porch,High,Solved,Solved,Racing Welfare SMS - CP updates,Customer Portal,252,03-10-2016 14:34,20-09-2016 12:15,41330,No Value
160920-000006,12026,Tim Porch,Low,Solved,Solved,Benefit checker URL - passing no mobile phone number,Integration,16266,23-09-2016 17:16,20-09-2016 15:46,41812,No Value
160921-000000,12027,Mike Griffiths,Medium,Solved,Solved,Chat session | Pharmacist Support | Uploading contacts via Excel,Profiles / Staff Accounts,29,03-10-2016 12:34,21-09-2016 09:30,55459,No Value
160921-000001,12028,No Value,Urgent,Solved,Solved,SCR 031931 - CNA - Enable back end monitoring on Bandce,System Configuration,473,02-11-2016 14:12,21-09-2016 10:47,41273,No Value
160921-000002,12029,Tim Porch,Urgent,Solved,Solved,RBL RN,Profiles / Staff Accounts,473,21-09-2016 11:08,21-09-2016 10:55,55460,No Value
160921-000004,12030,Gareth Toon,High,Solved,Solved,Hospitality Action upgrade,Installations and Upgrades,473,19-10-2016 12:53,21-09-2016 11:25,39482,No Value
160921-000005,12031,Tim Porch,Urgent,Solved,Solved,Volt bar issue with Oracle,Workspaces,473,24-10-2016 15:11,21-09-2016 11:36,3034,No Value
160921-000006,12032,Tim Porch,High,Solved,Solved,TLS Deprecation,Other,16326,24-10-2016 12:50,21-09-2016 13:25,41329,No Value
160921-000007,12033,Steven Roberts,High,Solved,Solved,Guideposts,Profiles / Staff Accounts,473,21-09-2016 15:37,21-09-2016 13:30,41790,No Value
160921-000008,12034,Tim Porch,Medium,Solved,Solved,Adding an image to Answers - GA,Workspaces,53,23-09-2016 10:29,21-09-2016 14:47,37463,No Value
160921-000009,12035,Tim Porch,High,Solved,Solved,Publications Tab - Mind OSC,System Configuration,473,26-09-2016 12:26,21-09-2016 16:09,2722,No Value
160922-000000,12036,Steven Roberts,Urgent,Solved,Solved,Locked out | UPSIDE,Profiles / Staff Accounts,1760,22-09-2016 09:19,22-09-2016 09:19,41300,No Value
160922-000001,12037,No Value,Low,Solved,Solved,Cookies,Web Services (SOAP/WSDL),1059,10-10-2016 14:36,22-09-2016 10:22,41304,No Value
160922-000002,12038,Tim Porch,Urgent,Solved,Solved,App Data Folder,Workspaces,473,30-09-2016 09:14,22-09-2016 11:44,36538,No Value
160922-000003,12039,Steven Roberts,High,Solved,Solved,E-mail,Profiles / Staff Accounts,473,11-10-2016 15:59,22-09-2016 11:52,41824,No Value
160922-000004,12040,Tim Porch,High,Solved,Solved,New User TRBL,Profiles / Staff Accounts,473,22-09-2016 12:45,22-09-2016 12:35,36837,No Value
160922-000005,12041,Tim Porch,Medium,Solved,Solved,duplicates,System Configuration,473,22-09-2016 13:51,22-09-2016 12:58,36922,No Value
160923-000000,12042,Tim Porch,Urgent,Solved,Solved,Blocked out of ESN,Profiles / Staff Accounts,473,23-09-2016 08:17,23-09-2016 08:05,36678,No Value
160923-000002,12043,Mike Griffiths,Low,Solved,Solved,Query about object forwarding add in,Other,16183,11-10-2016 12:32,23-09-2016 09:09,41305,No Value
160923-000003,12044,Tim Porch,High,Solved,Solved,New User TRBL,Profiles / Staff Accounts,473,23-09-2016 10:45,23-09-2016 10:39,36837,No Value
160923-000005,12046,Steven Roberts,Low,Solved,Solved,HA OSC,Profiles / Staff Accounts,473,26-09-2016 08:44,23-09-2016 16:47,29943,No Value
160923-000006,12047,Tim Porch,Urgent,Solved,Solved,No email sent when application accepted. No copy of app form on CP.,System Configuration,16266,29-09-2016 18:35,23-09-2016 17:56,41812,No Value
160924-000000,12048,Steven Roberts,Urgent,Solved,Solved,Rightnows,Profiles / Staff Accounts,473,05-10-2016 15:13,24-09-2016 08:21,41212,No Value
160924-000001,12049,Tim Porch,Medium,Solved,Solved,RBL Reporting,Profiles / Staff Accounts,473,27-09-2016 13:49,24-09-2016 10:04,36605,No Value
160925-000000,12050,Steven Roberts,Urgent,Solved,Solved,Caba,Profiles / Staff Accounts,473,26-09-2016 09:29,25-09-2016 12:17,43893,No Value
160926-000000,12051,No Value,Medium,Solved,Solved,Locked out,Profiles / Staff Accounts,473,03-10-2016 15:25,26-09-2016 08:50,43886,No Value
160926-000001,12052,Steven Roberts,Urgent,Solved,Solved,Cifas Oracle,Profiles / Staff Accounts,473,26-09-2016 09:35,26-09-2016 09:06,36189,No Value
160926-000002,12053,Steven Roberts,Urgent,Solved,Solved,OSC,Profiles / Staff Accounts,473,03-10-2016 13:37,26-09-2016 09:45,41328,No Value
160926-000003,12054,Steven Roberts,Urgent,Solved,Solved,Unable to log into Hospitality Action RightNow,Profiles / Staff Accounts,473,26-09-2016 11:59,26-09-2016 10:09,38627,No Value
160926-000004,12055,Mike Griffiths,Medium,Solved,Solved,Email notifications,System Configuration,737,11-10-2016 13:10,26-09-2016 11:55,30179,No Value
160926-000005,12056,Tim Porch,Low,Solved,Solved,160706-000002,System Configuration,473,26-09-2016 12:11,26-09-2016 12:02,42254,No Value
160926-000006,12057,Mike Griffiths,Low,Solved,Solved,Question | Chat Audit Report,System Configuration,1760,08-11-2016 15:57,26-09-2016 13:30,41815,No Value
160926-000007,12058,Tim Porch,Urgent,Solved,Solved,Oracle service cloud,Profiles / Staff Accounts,473,27-09-2016 10:27,26-09-2016 13:56,43893,No Value
160926-000008,12059,Tim Porch,High,Solved,Solved,Benefit Check completed but no email sent,Outbound E-mail,16266,29-09-2016 14:14,26-09-2016 16:35,41812,No Value
160927-000001,12061,Steven Roberts,Urgent,Solved,Solved,CABA,Profiles / Staff Accounts,473,03-10-2016 13:39,27-09-2016 12:34,41212,No Value
160927-000002,12062,Mike Griffiths,Urgent,Solved,Solved,Grocery aid oracle,System Configuration,473,03-10-2016 15:01,27-09-2016 13:03,43893,No Value
160927-000003,12063,Vijailakshmi Rajagopalan,Low,Solved,Solved,Formatting issue in CP app form - medical questions radio buttons misaligned,System Configuration,16266,28-09-2016 15:59,27-09-2016 13:26,41812,No Value
160927-000004,12064,Steven Roberts,Medium,Solved,Solved,Upside,System Configuration,1760,04-10-2016 08:50,27-09-2016 15:17,41300,No Value
160927-000005,12065,Steven Roberts,High,Solved,Solved,Mind OSC,Profiles / Staff Accounts,473,03-10-2016 09:08,27-09-2016 16:42,36726,No Value
160928-000001,12068,No Value,Urgent,Solved,Solved,Password lock out for new ESN,Other,473,28-09-2016 11:23,28-09-2016 10:39,36538,No Value
160928-000002,12069,Tim Porch,Urgent,Solved,Solved,Date field missing from CABA right now,Workspaces,473,05-10-2016 13:17,28-09-2016 10:41,36538,No Value
160928-000003,12070,Tim Porch,High,Solved,Solved,Kennedy scott access,Profiles / Staff Accounts,473,28-09-2016 12:21,28-09-2016 11:04,55438,No Value
160928-000004,12071,Tim Porch,Low,Solved,Solved,Operations manager profile - organisation search within contact record becomes read only after saving new contact,Contacts and Organisations,16266,03-10-2016 11:51,28-09-2016 15:14,41812,No Value
160928-000005,12072,Gareth Toon,Medium,Solved,Solved,Unable to use 'less than' operator in Workspace Rules,Rules,16266,12-12-2016 15:37,28-09-2016 15:50,41812,No Value
160929-000000,12073,Steven Roberts,High,Solved,Solved,Re-set password,Profiles / Staff Accounts,473,29-09-2016 12:32,29-09-2016 09:14,55415,No Value
160929-000001,12074,Tim Porch,High,Solved,Solved,log in password right now,Profiles / Staff Accounts,473,29-09-2016 10:08,29-09-2016 09:32,55415,No Value
160929-000002,12075,Tim Porch,Medium,Solved,Solved,FFW OSC,Profiles / Staff Accounts,473,29-09-2016 12:29,29-09-2016 11:47,29943,No Value
160929-000006,12079,Steven Roberts,Urgent,Solved,Solved,RBL,Analytics,473,07-10-2016 15:24,29-09-2016 18:28,36605,No Value
160929-000007,12080,No Value,Urgent,Solved,Solved,Benefit Checks were recording on system,System Configuration,16266,07-10-2016 12:33,29-09-2016 18:32,41812,No Value
160929-000008,12081,Tim Porch,High,Solved,Solved,Bug: Salary Change Confirmation Email wrongly sent when salary was not changed.,Outbound E-mail,16266,07-10-2016 12:33,29-09-2016 18:34,41812,No Value
161001-000000,12082,Steven Roberts,Urgent,Solved,Solved,New advisors access to Mind OSC,Profiles / Staff Accounts,473,03-10-2016 08:47,01-10-2016 10:10,36726,No Value
161002-000000,12083,Gareth Toon,Urgent,Solved,Solved,IntoStudy Auto Upgrade  - URGENT,Installations and Upgrades,473,21-10-2016 08:48,02-10-2016 19:47,39485,No Value
161003-000000,12084,Steven Roberts,Urgent,Solved,Solved,Urgent - Unable to access Right Now for Fit for Work,Profiles / Staff Accounts,473,03-10-2016 08:35,03-10-2016 08:09,37858,No Value
161003-000001,12085,Tim Porch,Urgent,Solved,Solved,Re-set password,Profiles / Staff Accounts,473,03-10-2016 10:32,03-10-2016 10:23,36583,No Value
161003-000002,12086,Steven Roberts,Urgent,Solved,Solved,Access to The Lighthouse Club rightnow,Profiles / Staff Accounts,473,03-10-2016 10:42,03-10-2016 10:28,55478,No Value
161003-000003,12087,Tim Porch,Urgent,Solved,Solved,The Lighthouse club password re-set,Profiles / Staff Accounts,473,05-10-2016 15:42,03-10-2016 10:46,36583,No Value
161003-000004,12088,Mike Griffiths,Medium,Solved,Solved,CA Support - Training survey error,Outbound E-mail,473,07-12-2016 14:37,03-10-2016 10:47,39482,No Value
161003-000008,12091,Tim Porch,Medium,Solved,Solved,New Tab on Mind OSC,Profiles / Staff Accounts,473,05-10-2016 12:22,03-10-2016 13:52,36726,No Value
161003-000009,12092,Tim Porch,Urgent,Solved,Solved,Re-set password,Profiles / Staff Accounts,473,04-10-2016 10:32,03-10-2016 14:50,36583,No Value
161003-000010,12093,Tim Porch,Urgent,Solved,Solved,CABA,Profiles / Staff Accounts,473,03-10-2016 16:34,03-10-2016 15:09,36583,No Value
161003-000011,12094,Tim Porch,Urgent,Solved,Solved,Log in details for CABA RN,Profiles / Staff Accounts,473,04-10-2016 09:44,03-10-2016 15:10,55478,No Value
161003-000012,12095,Mike Griffiths,Urgent,Solved,Solved,URGENT - Email confirming acceptance not sent to customer,Outbound E-mail,16266,07-10-2016 12:57,03-10-2016 15:12,41812,No Value
161003-000013,12096,Steven Roberts,High,Solved,Solved,Network Rail tst access,Profiles / Staff Accounts,473,04-10-2016 09:09,03-10-2016 15:45,39482,No Value
161003-000014,12097,Mike Griffiths,Urgent,Solved,Solved,Direct Debit History Tab not working,Workspaces,16266,05-10-2016 11:24,03-10-2016 16:02,41812,No Value
161004-000000,12099,Tim Porch,Medium,Solved,Solved,Policy Status History Report Missing,System Configuration,16266,14-10-2016 16:31,04-10-2016 08:44,41812,No Value
161004-000001,12100,Tim Porch,Medium,Solved,Solved,User Profiles,Profiles / Staff Accounts,473,04-10-2016 14:55,04-10-2016 09:07,43886,No Value
161004-000002,12101,Steven Roberts,Urgent,Solved,Solved,CABA login details,Profiles / Staff Accounts,473,04-10-2016 09:55,04-10-2016 09:33,55478,No Value
161004-000003,12102,Tim Porch,High,Solved,Solved,RBL Right now error message - OGL # 829256,System Configuration,473,10-11-2016 16:57,04-10-2016 09:35,36922,No Value
161004-000004,12103,Tim Porch,Medium,Solved,Solved,CABA OSC,Profiles / Staff Accounts,473,04-10-2016 10:44,04-10-2016 10:32,29943,No Value
161004-000005,12104,Gareth Toon,Medium,Solved,Solved,Connect assist - Google Analytics UTM campaign codes,System Configuration,737,06-02-2017 14:04,04-10-2016 10:48,37808,No Value
161004-000006,12105,Steven Roberts,Low,Solved,Solved,Chat session | Chat popup embedded?,Customer Portal,16195,11-10-2016 08:55,04-10-2016 11:37,40240,No Value
161004-000008,12106,Steven Roberts,Medium,Solved,Solved,UCU Latest Updates Links - also relates to 161013-000001,Web Services (SOAP/WSDL),4,26-10-2016 11:39,04-10-2016 13:30,53942,No Value
161004-000009,12107,Tim Porch,Medium,Solved,Solved,Duplicates,Contacts and Organisations,473,04-10-2016 15:25,04-10-2016 14:07,36922,No Value
161004-000010,12108,Tim Porch,High,Solved,Solved,Duplicates,Contacts and Organisations,473,04-10-2016 15:30,04-10-2016 15:17,36922,No Value
161004-000011,12109,Gareth Toon,Medium,Solved,Solved,chat transcripts,Analytics,16411,24-11-2016 14:03,04-10-2016 17:00,43915,No Value
161005-000000,12110,Steven Roberts,Low,Solved,Solved,Incidents Created Yesterday,System Configuration,682,05-10-2016 10:05,05-10-2016 09:17,55487,No Value
161005-000002,12112,Tim Porch,Medium,Solved,Solved,Account locked - Caravan,Profiles / Staff Accounts,473,05-10-2016 11:38,05-10-2016 11:33,43901,No Value
161005-000003,12113,Tim Porch,High,Solved,Solved,Payments not allocated,Analytics,473,05-10-2016 15:34,05-10-2016 13:28,55438,No Value
161005-000004,12114,Steven Roberts,Urgent,Solved,Solved,Cifas service cloud,Profiles / Staff Accounts,473,05-10-2016 14:06,05-10-2016 13:41,55438,No Value
161006-000000,12117,Tim Porch,Medium,Solved,Solved,canned responses access permission - IUP,Workspaces,16411,18-10-2016 11:08,06-10-2016 10:46,43915,No Value
161006-000001,12118,Tim Porch,Medium,Solved,Solved,RN - locked out,Profiles / Staff Accounts,50,10-10-2016 09:07,06-10-2016 10:47,41265,No Value
161006-000006,12120,Mike Griffiths,No Value,Solved,Solved,TEST - Training Session,Training,0,06-10-2016 12:50,06-10-2016 12:27,37335,No Value
161006-000008,12121,Natalie Jones,Low,Solved,Solved,"Training Feedback: No, Poor or Very Poor selected",System Configuration,4,01-06-2017 09:30,06-10-2016 13:06,55481,No Value
161006-000009,12122,Tim Porch,Urgent,Solved,Solved,RBL Right Now,Profiles / Staff Accounts,473,06-10-2016 14:55,06-10-2016 14:07,36922,No Value
161006-000012,12123,Bethan Morris,No Value,Solved,Solved,Test project,Customer Portal,473,06-10-2016 14:54,06-10-2016 14:42,37725,No Value
161006-000013,12124,Natalie Jones,Low,Solved,Solved,Moonpig CP Migration,Customer Portal,16398,17-11-2016 09:57,06-10-2016 14:43,40559,No Value
161006-000014,12125,Natalie Jones,Low,Solved,Solved,British Red Cross,Customer Portal,473,24-11-2016 12:56,06-10-2016 14:47,44027,No Value
161006-000015,12126,Natalie Jones,Low,Solved,Solved,Guideposts Re-design Discovery,Customer Portal,1059,24-11-2016 12:56,06-10-2016 14:49,41304,No Value
161006-000016,12127,Natalie Jones,Low,Solved,Solved,Guideposts Re-design Production,Customer Portal,1059,16-12-2016 15:48,06-10-2016 14:51,41304,No Value
161006-000019,12129,Natalie Jones,No Value,Solved,Solved,Affinity Application Form PDF,Other,16266,21-12-2016 15:10,06-10-2016 15:05,41812,No Value
161006-000020,12130,Bethan Morris,No Value,Solved,Solved,B&CE Project,Other,16697,11-11-2016 11:10,06-10-2016 15:12,55489,No Value
161006-000021,12131,Bethan Morris,No Value,Solved,Solved,Barnardo's TOY CRs,Other,1760,11-11-2016 11:08,06-10-2016 15:15,37365,No Value
161006-000022,12132,Natalie Jones,No Value,Solved,Solved,Veterans Housing Advice Office - Phase 1,Other,50,03-02-2017 15:51,06-10-2016 15:17,55490,No Value
161006-000023,12133,Natalie Jones,No Value,Solved,Solved,Paddy Power & Betdash Upgrade +CP Migration,Other,16326,21-12-2016 15:16,06-10-2016 15:20,55558,No Value
161006-000024,12134,Natalie Jones,No Value,Solved,Solved,The Warrior Programme Rebuild,Sharepoint,16685,21-12-2016 15:25,06-10-2016 15:25,53952,No Value
161006-000025,12135,Natalie Jones,No Value,Solved,Solved,Veterans' Gateway - April Launch,Customer Portal,50,03-04-2017 11:36,06-10-2016 15:30,55645,No Value
161006-000026,12136,Natalie Jones,No Value,Solved,Solved,IUP SalesForce API discovery,Other,16411,14-07-2017 16:08,06-10-2016 15:34,41285,No Value
161006-000028,12137,Neil Rossiter,No Value,Solved,Solved,IUP Language Interfaces Discovery,Other,16411,14-07-2017 16:08,06-10-2016 15:35,41285,No Value
161006-000029,12138,Neil Rossiter,No Value,Solved,Solved,Picker Production,Other,16378,01-08-2017 14:37,06-10-2016 15:37,55412,No Value
161006-000027,12139,Steven Roberts,Medium,Solved,Solved,Chat session | Transactional Surveys | Business Rule - (With Oracle) - 161101-000063,Other,1760,22-05-2017 12:51,06-10-2016 15:54,39581,No Value
161006-000032,12142,Tim Porch,Medium,Solved,Solved,question box,Workspaces,16411,06-10-2016 16:46,06-10-2016 16:17,43915,No Value
161007-000000,12143,No Value,Urgent,Solved,Solved,Assigning Organisation to 'Agent' Profile | URGENT,Profiles / Staff Accounts,16266,07-10-2016 10:02,07-10-2016 00:19,41812,No Value
161007-000001,12144,Tim Porch,High,Solved,Solved,Affinity Access error report - With ORACLE - 161007-000053/OGL - Number 834955,Profiles / Staff Accounts,473,16-12-2016 11:52,07-10-2016 08:14,37810,No Value
161007-000002,12145,Mike Griffiths,High,Solved,Solved,c$source values,System Configuration,632,11-10-2016 12:23,07-10-2016 12:26,30162,No Value
161007-000003,12146,Mike Griffiths,High,Solved,Solved,TLS 1.0 Deprecation for the OSC RBL environment,Other,50,21-10-2016 17:53,07-10-2016 15:40,36597,No Value
161010-000000,12147,Steven Roberts,High,Solved,Solved,Right nows,System Configuration,473,10-10-2016 11:30,10-10-2016 11:10,43893,No Value
161010-000001,12148,Tim Porch,Medium,Solved,Solved,CABA Live chat,Workspaces,473,10-10-2016 12:59,10-10-2016 11:18,29943,No Value
161010-000002,12149,Tim Porch,Medium,Solved,Solved,B&CE - login error,System Configuration,473,19-10-2016 09:17,10-10-2016 14:40,41790,No Value
161011-000000,12150,Gareth Toon,High,Solved,Solved,Object forwarding email not sending - #170209-000024 new#170228-000044,Other,16183,07-03-2017 12:17,11-10-2016 09:52,41305,No Value
161011-000001,12151,Tim Porch,Medium,Solved,Solved,RN - RBL No login access,Profiles / Staff Accounts,50,31-10-2016 09:56,11-10-2016 10:03,41265,No Value
161011-000002,12152,Tim Porch,Medium,Solved,Solved,Grocery Aid - Account creation,Profiles / Staff Accounts,473,11-10-2016 10:56,11-10-2016 10:34,29943,No Value
161011-000005,12154,Tim Porch,Medium,Solved,Solved,Hospitality Action-right now locked,Profiles / Staff Accounts,473,11-10-2016 15:27,11-10-2016 15:18,43901,No Value
161011-000006,12155,Tim Porch,High,Solved,Solved,Sender email address when sending from Fit for Work,System Configuration,632,11-10-2016 16:11,11-10-2016 15:39,30162,No Value
161011-000007,12156,Mike Griffiths,No Value,Solved,Solved,Change Request: RBL E-mail Forwarding Security,Custom Application,0,14-07-2017 16:12,11-10-2016 16:46,37335,No Value
161011-000008,12157,Mike Griffiths,High,Solved,Solved,Mind OSC Legal Advisor Access,Profiles / Staff Accounts,473,02-11-2016 10:20,11-10-2016 16:51,2722,No Value
161011-000009,12158,Steven Roberts,Urgent,Solved,Solved,Guideposts rightnow,Profiles / Staff Accounts,473,12-10-2016 09:41,11-10-2016 16:58,37314,No Value
161011-000010,12159,Tim Porch,Medium,Solved,Solved,Please bring forward HA cutover date on upgrade,Other,473,12-10-2016 09:36,11-10-2016 18:02,37720,No Value
161011-000011,12160,Gareth Toon,Medium,Solved,Solved,Apostrophe in Contact Name causing bug - Benefit Check URL,Connect API,16266,10-11-2016 14:11,11-10-2016 18:29,41812,No Value
161012-000000,12161,Tim Porch,Medium,Solved,Solved,Renable Service Cloud Access,Profiles / Staff Accounts,473,19-10-2016 09:13,12-10-2016 09:04,43904,No Value
161012-000002,12162,Tim Porch,Urgent,Solved,Solved,Right Now Locked - TRBL,Profiles / Staff Accounts,473,12-10-2016 12:32,12-10-2016 12:23,41824,No Value
161012-000003,12163,Mike Griffiths,Urgent,Solved,Solved,issue with rightnow and volt,System Configuration,473,13-10-2016 15:59,12-10-2016 13:21,37314,No Value
161012-000004,12164,Tim Porch,Medium,Solved,Solved,Duplicates RBl Righ Now,Profiles / Staff Accounts,473,12-10-2016 14:07,12-10-2016 13:36,36922,No Value
161012-000005,12165,Tim Porch,Medium,Solved,Solved,Racing Welfare access,Profiles / Staff Accounts,473,20-10-2016 09:00,12-10-2016 16:32,37593,No Value
161013-000000,12166,Tim Porch,Medium,Solved,Solved,TRBL Service Cloud,Workspaces,473,17-10-2016 16:22,13-10-2016 09:24,37773,No Value
161013-000001,12167,Tim Porch,High,Solved,Solved,Latest updates not clearing,System Configuration,4,24-10-2016 14:11,13-10-2016 10:30,594,No Value
161013-000003,12168,Tim Porch,Medium,Solved,Solved,Password reset for Barnardos,Profiles / Staff Accounts,1760,13-10-2016 12:21,13-10-2016 12:21,41300,No Value
161013-000004,12169,Tim Porch,Medium,Solved,Solved,Permissions change - Barnardos Upside,Profiles / Staff Accounts,1760,17-10-2016 13:53,13-10-2016 12:33,41300,No Value
161013-000005,12170,Tim Porch,Medium,Solved,Solved,Passwords added to staff accounts,Profiles / Staff Accounts,1760,13-10-2016 12:43,13-10-2016 12:43,41300,No Value
161013-000006,12171,Tim Porch,Medium,Solved,Solved,RBL Right Now,Contacts and Organisations,473,13-10-2016 15:16,13-10-2016 14:52,36922,No Value
161014-000000,12173,Gareth Toon,Urgent,Solved,Solved,RN,Profiles / Staff Accounts,50,14-10-2016 09:11,14-10-2016 08:33,41265,No Value
161014-000001,12174,Tim Porch,Urgent,Solved,Solved,Unknown Change to Contact | UPSIDE,Contacts and Organisations,1760,27-10-2016 11:31,14-10-2016 13:48,36694,No Value
161014-000002,12175,Mike Griffiths,Urgent,Solved,Solved,CABA live chat not working.....again,Integration,473,14-10-2016 16:17,14-10-2016 15:02,37314,No Value
161014-000004,12176,Mike Griffiths,High,Solved,Solved,Duplicate Delte,Contacts and Organisations,473,14-10-2016 16:59,14-10-2016 16:23,36538,No Value
161015-000000,12177,Steven Roberts,Urgent,Solved,Solved,Mobile site | UCU,System Configuration,4,20-10-2016 13:26,15-10-2016 11:41,594,No Value
161017-000000,12178,Tim Porch,Urgent,Solved,Solved,Unable to open RightNow,Profiles / Staff Accounts,29,24-10-2016 12:05,17-10-2016 10:18,55495,No Value
161017-000001,12179,Steven Roberts,Medium,Solved,Solved,Demo site access | WUTS,Profiles / Staff Accounts,473,17-10-2016 12:08,17-10-2016 10:50,55496,No Value
161017-000002,12180,Steven Roberts,Medium,Solved,Solved,Demo site access,Profiles / Staff Accounts,473,17-10-2016 12:14,17-10-2016 10:51,43904,No Value
161017-000003,12181,Tim Porch,Urgent,Solved,Solved,Email response templates (Mind),System Configuration,473,14-11-2016 10:57,17-10-2016 11:06,36726,No Value
161017-000007,12190,Gareth Toon,High,Solved,Solved,CA Support Access,Profiles / Staff Accounts,473,17-10-2016 15:44,17-10-2016 15:32,36837,No Value
161018-000000,12191,Gareth Toon,High,Solved,Solved,TLS Deprecation Warning Message | Paddy Power (Oracle 170203-000047),Other,16326,08-02-2017 16:00,18-10-2016 07:55,55558,No Value
161018-000002,12192,Steven Roberts,High,Solved,Solved,scheduled reports from ESN,Analytics,473,20-10-2016 13:30,18-10-2016 11:25,37642,No Value
161018-000003,12193,Tim Porch,Medium,Solved,Solved,New group,Profiles / Staff Accounts,473,18-10-2016 11:56,18-10-2016 11:42,43886,No Value
161018-000004,12194,Tim Porch,Low,Solved,Solved,New User Request,Profiles / Staff Accounts,473,19-10-2016 09:10,18-10-2016 15:12,37772,No Value
161018-000005,12195,Steven Roberts,High,Solved,Solved,Queues are not showing on ContactAnswerQueue Workspace,Custom Objects,16326,19-12-2016 10:58,18-10-2016 16:03,41329,No Value
161019-000000,12196,Tim Porch,Urgent,Solved,Solved,right now password reset - RBL,Profiles / Staff Accounts,473,19-10-2016 09:08,19-10-2016 08:35,41277,No Value
161019-000001,12197,Steven Roberts,No Value,Solved,Solved,Chat session,General Internet Connectivity,473,19-10-2016 10:39,19-10-2016 10:39,55504,No Value
161019-000002,12198,Tim Porch,No Value,Solved,Solved,Chat session,Profiles / Staff Accounts,473,19-10-2016 10:41,19-10-2016 10:41,55504,No Value
161019-000003,12199,Steven Roberts,Urgent,Solved,Solved,i-HOP change of staffing,Profiles / Staff Accounts,16696,21-10-2016 13:05,19-10-2016 11:03,43890,No Value
161019-000004,12200,Mike Griffiths,High,Solved,Solved,customer portal text icon - Racing welfare,System Configuration,252,21-10-2016 17:54,19-10-2016 11:59,41344,No Value
161019-000005,12201,Tim Porch,Urgent,Solved,Solved,HospitalityAction Service cloud,System Configuration,473,26-10-2016 16:09,19-10-2016 13:32,29943,No Value
161019-000006,12202,Tim Porch,Medium,Solved,Solved,GA--RN,Logins,473,20-10-2016 09:07,19-10-2016 14:48,29943,No Value
161019-000007,12203,Gareth Toon,Medium,Solved,Solved,Discussion Board Issue - Barnardo's,System Configuration,1760,15-11-2016 11:34,19-10-2016 14:48,36694,No Value
161019-000009,12205,Steven Roberts,Urgent,Solved,Solved,HA - Weekly update and Risk log 14.10.16,Installations and Upgrades,473,20-10-2016 09:47,19-10-2016 17:18,37720,No Value
161019-000010,12206,Steven Roberts,Urgent,Solved,Solved,HA - Weekly update and Risk log 14.10.16,Installations and Upgrades,473,21-10-2016 09:06,19-10-2016 17:18,29943,No Value
161019-000011,12207,Tim Porch,Low,Solved,Solved,Upside Logo,Other,1760,30-11-2016 10:58,19-10-2016 17:33,36694,No Value
161020-000000,12208,Gareth Toon,Low,Solved,Solved,Text Alignment in New Answers,Answers,16398,21-10-2016 08:54,20-10-2016 12:13,55506,No Value
161020-000001,12209,Tim Porch,Medium,Solved,Solved,Duplicates,Contacts and Organisations,473,20-10-2016 14:10,20-10-2016 13:17,36922,No Value
161020-000002,12210,Gareth Toon,High,Solved,Solved,Reports,System Configuration,473,21-10-2016 11:16,20-10-2016 14:52,36837,No Value
161020-000003,12211,Mike Griffiths,High,Solved,Solved,Conflicting Analytics,Analytics,252,15-11-2016 12:42,20-10-2016 15:07,41330,No Value
161021-000000,12212,Mike Griffiths,Urgent,Solved,Solved,Test Site Refresh,Test Site Refresh Request,1059,21-10-2016 17:36,21-10-2016 09:18,41304,No Value
161024-000000,12213,Tim Porch,High,Solved,Solved,Disable access,Profiles / Staff Accounts,473,24-10-2016 09:45,24-10-2016 08:18,43886,No Value
161024-000001,12214,Tim Porch,Low,Solved,Solved,Installation URL - Barnardo's,System Configuration,16696,24-10-2016 10:44,24-10-2016 10:33,43890,No Value
161024-000002,12215,Mike Griffiths,High,Solved,Solved,Network rail live access,Profiles / Staff Accounts,473,26-10-2016 10:23,24-10-2016 10:46,39482,No Value
161024-000003,12216,Tim Porch,Medium,Solved,Solved,Log-in problem,Profiles / Staff Accounts,16696,24-10-2016 11:45,24-10-2016 11:03,43890,No Value
161024-000004,12217,Tim Porch,Urgent,Solved,Solved,Right Now - TRBL disabled,Profiles / Staff Accounts,473,24-10-2016 13:02,24-10-2016 11:54,41282,No Value
161024-000006,12219,Tim Porch,Urgent,Solved,Solved,Grocery Aid RN login error,Logins,473,24-10-2016 15:06,24-10-2016 14:06,38627,No Value
161024-000007,12220,Natalie Jones,No Value,Solved,Solved,St Giles Upgrade and CR,Installations and Upgrades,432,21-12-2016 10:12,24-10-2016 14:48,37816,No Value
161024-000008,12221,Tim Porch,Low,Solved,Solved,'Ok' Button after Submitting Feedback.,Customer Portal,16398,28-10-2016 11:42,24-10-2016 15:02,55506,No Value
161024-000009,12222,Tim Porch,Low,Solved,Solved,Oracle Log-in - Barnardo's,Profiles / Staff Accounts,16696,26-10-2016 10:36,24-10-2016 15:18,55508,No Value
161024-000010,12223,Tim Porch,Urgent,Solved,Solved,UCU test site access issues,Logins,4,25-10-2016 13:30,24-10-2016 16:04,53942,No Value
161024-000011,12224,Tim Porch,Urgent,Solved,Solved,UCU test site access: Martin Sundrum,Logins,4,25-10-2016 13:31,24-10-2016 16:08,55481,No Value
